id,cv_text,job_text,label,score_raw,cv_hard_skills,cv_soft_skills,job_hard_skills,job_soft_skills,domain,seniority,match_reason,difficulty
7543,"Professionnel Game Developer avec 3 ans d'experience en Game Development / AR / VR. J'ai travaille sur vba, interaction design, whimsical, scala, go, kotlin multiplatform, c, vulkan, capacitor, expo, google play console, ionic dans des environnements energy. J'apporte attention to detail, conflict resolution, adaptability, business acumen, collaboration. Certifications: aws certified developer. Resultat cle: amelioration des resultats de 13% a 21%.","Poste Graphics Engineer mid dans le secteur energy. Required: whimsical, ionic, vulkan, mapkit, firebase crashlytics, capacitor, kotlin multiplatform, sketch. Nice to have: ionic, haskell, mapkit, firebase crashlytics, nim, sketch. Soft skills attendues: innovation, consulting, autonomy, attention to detail. Contexte: organisation regulee. Localisation: Montreal.",1,1.0,"[""vba"", ""interaction design"", ""whimsical"", ""scala"", ""go"", ""kotlin multiplatform"", ""c"", ""vulkan"", ""capacitor"", ""expo"", ""google play console"", ""ionic"", ""apl""]","[""attention to detail"", ""conflict resolution"", ""adaptability"", ""business acumen"", ""collaboration""]","[""scala"", ""interaction design"", ""capacitor"", ""c"", ""whimsical"", ""vba"", ""kotlin multiplatform"", ""vulkan"", ""ionic"", ""haskell"", ""mapkit"", ""firebase crashlytics"", ""nim"", ""sketch"", ""scheme""]","[""innovation"", ""consulting"", ""autonomy"", ""attention to detail"", ""active listening""]",Game Development / AR / VR,mid,"alignement fort sur le domaine, la stack et le niveau d'experience",easy
7544,"Professionnel Observability Engineer avec 3 ans d'experience en Platform / SRE / Observability. J'ai travaille sur sre, pulumi, consul, datadog, nomad, puppet, root cause analysis, rollbar, zsh, boundary, red hat, flux dans des environnements media. J'apporte analytical thinking, consulting, ownership, autonomy, business acumen. Certifications: azure administrator associate, ccsp. Resultat cle: amelioration des resultats de 13% a 21%.","Poste Technical Lead mid dans le secteur media. Required: datadog, serverless framework, zsh, micronaut, openshift, flask, sre, root cause analysis. Nice to have: rollbar, slos, red hat, modular monolith, micronaut, fastify. Soft skills attendues: active listening, conflict resolution, collaboration, adaptability. Contexte: scale-up internationale. Localisation: Nantes.",1,1.0,"[""sre"", ""pulumi"", ""consul"", ""datadog"", ""nomad"", ""puppet"", ""root cause analysis"", ""rollbar"", ""zsh"", ""boundary"", ""red hat"", ""flux"", ""slos"", ""modular monolith"", ""openshift"", ""service oriented architecture"", ""rate limiting""]","[""analytical thinking"", ""consulting"", ""ownership"", ""autonomy"", ""business acumen""]","[""openshift"", ""flux"", ""root cause analysis"", ""rate limiting"", ""datadog"", ""sre"", ""boundary"", ""zsh"", ""rollbar"", ""slos"", ""red hat"", ""modular monolith"", ""micronaut"", ""fastify"", ""serverless framework"", ""flask"", ""mulesoft"", ""scalability""]","[""active listening"", ""conflict resolution"", ""collaboration"", ""adaptability"", ""cooperation""]",Software Architecture / Technical Leadership,mid,"alignement fort sur le domaine, la stack et le niveau d'experience",hard
7545,"Professionnel Analytics Engineer avec 6 ans d'experience en Data Engineering / Analytics Engineering. J'ai travaille sur ocaml, etl, abap, sqlite, apache hadoop, cloudwatch, mysql, memorystore, lua, clojure, sml, objective-c dans des environnements media. J'apporte active listening, communication, consulting, adaptation, adaptability. Certifications: aws certified solutions architect associate. Resultat cle: amelioration des resultats de 16% a 24%.","Startup recherche un Data Engineer. Must have: objective-c, aws, tidb, polars, mysql, bigquery, azure data factory, cloud run, javascript, prolog. Bonus: etl, bigquery, objective-c, elixir, sml, sqs. Le poste demande autonomy, creativity, organization, conflict resolution. Domaine: Data Engineering / Analytics Engineering. Lieu: Nantes.",1,1.0,"[""ocaml"", ""etl"", ""abap"", ""sqlite"", ""apache hadoop"", ""cloudwatch"", ""mysql"", ""memorystore"", ""lua"", ""clojure"", ""sml"", ""objective-c"", ""pub/sub"", ""tidb"", ""vba"", ""prolog"", ""elixir"", ""javascript"", ""perl"", ""bigquery"", ""dbt""]","[""active listening"", ""communication"", ""consulting"", ""adaptation"", ""adaptability"", ""critical thinking""]","[""tidb"", ""prolog"", ""clojure"", ""javascript"", ""vba"", ""mysql"", ""ocaml"", ""memorystore"", ""perl"", ""cloudwatch"", ""etl"", ""bigquery"", ""objective-c"", ""elixir"", ""sml"", ""sqs"", ""azure data factory"", ""polars"", ""composer"", ""cloud run"", ""aws""]","[""autonomy"", ""creativity"", ""organization"", ""conflict resolution"", ""business acumen"", ""analytical thinking""]",Data Engineering / Analytics Engineering,senior,"alignement fort sur le domaine, la stack et le niveau d'experience",hard
7546,"Applied Scientist | Data Science / ML Engineering | 14 ans | Toulouse | stack: polars, reinforcement learning, scala, retention analysis, groovy, catboost, dart, bash, swift, move, informatica, dagster | soft: agile, accountability, analytical thinking, coaching, adaptability | certs: aws certified solutions architect professional","Poste Product Analyst lead dans le secteur insurance. Required: mulesoft, ksql, informatica, dagster, semi-supervised learning, retention analysis, power query, groovy, move, dart. Nice to have: ksql, mulesoft, db2, sqlite, power query, bitbucket. Soft skills attendues: consulting, presentation, cooperation, conflict resolution. Contexte: scale-up internationale. Localisation: Toulouse.",1,1.0,"[""polars"", ""reinforcement learning"", ""scala"", ""retention analysis"", ""groovy"", ""catboost"", ""dart"", ""bash"", ""swift"", ""move"", ""informatica"", ""dagster"", ""semi-supervised learning"", ""matlab"", ""hevodata""]","[""agile"", ""accountability"", ""analytical thinking"", ""coaching"", ""adaptability"", ""experimentation"", ""attention to detail""]","[""informatica"", ""retention analysis"", ""swift"", ""semi-supervised learning"", ""dart"", ""dagster"", ""polars"", ""bash"", ""groovy"", ""matlab"", ""move"", ""athena"", ""ksql"", ""mulesoft"", ""db2"", ""sqlite"", ""power query""]","[""consulting"", ""presentation"", ""cooperation"", ""conflict resolution"", ""adaptation"", ""communication"", ""agile""]",BI / Analytics / Visualization,lead,"alignement fort sur le domaine, la stack et le niveau d'experience",easy
7547,"Software Engineer | Full Stack Web Development | 7 ans | Paris | stack: symfony, fastapi, sqlite, github actions, dropwizard, radix ui, bigquery, gin, hapi, vite, play framework, django | soft: analytical thinking, active listening, ownership, consulting, change management | certs: azure administrator associate","Startup recherche un Software Architect. Must have: apm, oauth scopes, event api, play framework, dropwizard, datadog, symfony, sqlite, dynatrace, express. Bonus: new relic, service oriented architecture, api versioning, datadog, apm, oauth scopes. Le poste demande consulting, mentoring, analytical thinking, leadership. Domaine: Software Architecture / Technical Leadership. Lieu: Paris.",1,0.5,"[""symfony"", ""fastapi"", ""sqlite"", ""github actions"", ""dropwizard"", ""radix ui"", ""bigquery"", ""gin"", ""hapi"", ""vite"", ""play framework"", ""django"", ""parcel"", ""rest api"", ""gitlab ci"", ""event api""]","[""analytical thinking"", ""active listening"", ""ownership"", ""consulting"", ""change management"", ""autonomy""]","[""sqlite"", ""event api"", ""django"", ""dropwizard"", ""gin"", ""play framework"", ""symfony"", ""high availability"", ""dynatrace"", ""express"", ""new relic"", ""service oriented architecture"", ""api versioning"", ""datadog"", ""apm"", ""oauth scopes""]","[""consulting"", ""mentoring"", ""analytical thinking"", ""leadership"", ""adaptability"", ""change management""]",Software Architecture / Technical Leadership,senior,profil transferable avec recouvrement partiel des competences et technologies connexes,hard
7548,"PROFILE
Blockchain Engineer with 15 years of experience in Blockchain / Web3, based in Montreal.

EXPERIENCE
Worked in retail. Main stack: fastify, move, typescript, spring cloud, codeigniter, express, sql injection, cobol, blazor, vba, rocket, blockchain. Delivered amelioration des resultats de 25% a 33%.

SKILLS
fastify, move, typescript, spring cloud, codeigniter, express, sql injection, cobol, blazor, vba, rocket, blockchain

SOFT SKILLS
research, autonomy, collaboration, problem solving, ownership

CERTIFICATIONS
aws certified cloud practitioner","Nous recrutons un SDET en QA / Test Automation. Competences obligatoires: radix ui, pyramid, babel, linux, nose, alpine.js, css modules, unit testing, github actions, jenkins. Nice to have: github actions, nose, mocha, newman, redux, e2e testing. Le profil ideal demontre cooperation, business acumen, critical thinking, organization. Localisation: Montreal.",0,0.0,"[""fastify"", ""move"", ""typescript"", ""spring cloud"", ""codeigniter"", ""express"", ""sql injection"", ""cobol"", ""blazor"", ""vba"", ""rocket"", ""blockchain"", ""web3"", ""azure functions""]","[""research"", ""autonomy"", ""collaboration"", ""problem solving"", ""ownership"", ""analytical thinking"", ""cooperation""]","[""less"", ""alpine.js"", ""pyramid"", ""jenkins"", ""node.js"", ""testcontainers"", ""radix ui"", ""unit testing"", ""css modules"", ""express"", ""linux"", ""babel"", ""github actions"", ""nose""]","[""cooperation"", ""business acumen"", ""critical thinking"", ""organization"", ""coaching"", ""creativity"", ""change management""]",QA / Test Automation,lead,domaine different ou ecarts importants sur les competences critiques,medium
7549,"PROFIL
Cloud Engineer lead en DevOps / Cloud Engineering, base a Paris, avec 17 ans d'experience.

EXPERIENCE
Missions dans le secteur media. Stack principale: boundary, vagrant, cloudformation, puppet, flux, aws, pub/sub, athena, entra id, ansible, arm templates, platform engineering. Resultats: amelioration des resultats de 27% a 35%.

COMPETENCES
boundary, vagrant, cloudformation, puppet, flux, aws, pub/sub, athena, entra id, ansible, arm templates, platform engineering

SOFT SKILLS
coaching, incident management, autonomy, resilience, communication

CERTIFICATIONS
astronomer airflow certification","Startup recherche un SOC Analyst. Must have: pub/sub, vagrant, digital forensics, waf, skaffold, consul, ids, falco, amqp, platform engineering. Bonus: digital forensics, amqp, siem, ids, consul, falco. Le poste demande change management, attention to detail, cooperation, critical thinking. Domaine: Cybersecurity / AppSec. Lieu: Paris.",1,1.0,"[""boundary"", ""vagrant"", ""cloudformation"", ""puppet"", ""flux"", ""aws"", ""pub/sub"", ""athena"", ""entra id"", ""ansible"", ""arm templates"", ""platform engineering"", ""ec2"", ""incident management"", ""cognito"", ""waf"", ""skaffold""]","[""coaching"", ""incident management"", ""autonomy"", ""resilience"", ""communication"", ""active listening"", ""analytical thinking""]","[""athena"", ""entra id"", ""pub/sub"", ""platform engineering"", ""vagrant"", ""skaffold"", ""ec2"", ""flux"", ""ansible"", ""waf"", ""cloudformation"", ""arm templates"", ""digital forensics"", ""amqp"", ""siem"", ""ids"", ""consul"", ""falco""]","[""change management"", ""attention to detail"", ""cooperation"", ""critical thinking"", ""coaching"", ""active listening"", ""business acumen""]",Cybersecurity / AppSec,lead,"alignement fort sur le domaine, la stack et le niveau d'experience",easy
7550,"Professionnel Blockchain Engineer avec 14 ans d'experience en Blockchain / Web3. J'ai travaille sur fastapi, anchor, jwt, lua, openapi, kubernetes security, crystal, ssl/tls, key management, dependency scanning, mfa, zero trust dans des environnements healthtech. J'apporte analytical thinking, consulting, coaching, critical thinking, research. Certifications: Aucune certification formelle. Resultat cle: amelioration des resultats de 24% a 32%.","Grand compte recherche un Backend Engineer lead pour une equipe Backend Development. Competences requises: saml, actix, lua, cassandra, fastify, kafka streams, event mesh, pub/sub, scylladb, openapi. Competences appreciees: actix, cassandra, cosmos db, nats, fastify, kafka streams. Soft skills: adaptability, accountability, problem solving, conflict resolution. Contexte: scale-up internationale, secteur healthtech, localisation Lyon.",1,0.5,"[""fastapi"", ""anchor"", ""jwt"", ""lua"", ""openapi"", ""kubernetes security"", ""crystal"", ""ssl/tls"", ""key management"", ""dependency scanning"", ""mfa"", ""zero trust"", ""nestjs"", ""saml"", ""blazor"", ""c"", ""powershell"", ""axum"", ""threat modeling"", ""rocket""]","[""analytical thinking"", ""consulting"", ""coaching"", ""critical thinking"", ""research"", ""attention to detail"", ""autonomy""]","[""fastapi"", ""jwt"", ""crystal"", ""dependency scanning"", ""kubernetes security"", ""openapi"", ""anchor"", ""lua"", ""saml"", ""pub/sub"", ""rocket"", ""scylladb"", ""actix"", ""cassandra"", ""cosmos db"", ""nats"", ""fastify"", ""kafka streams"", ""event mesh"", ""postgresql""]","[""adaptability"", ""accountability"", ""problem solving"", ""conflict resolution"", ""planning"", ""critical thinking"", ""ownership""]",Backend Development,lead,profil transferable avec recouvrement partiel des competences et technologies connexes,hard
7551,"Professionnel Frontend Engineer avec 15 ans d'experience en Frontend Development. J'ai travaille sur figma, gatling, parcel, consumer driven contracts, jmeter, whimsical, prototyping, vitest, newman, maze, pact, playwright dans des environnements retail. J'apporte coaching, creativity, active listening, autonomy, collaboration. Certifications: Aucune certification formelle. Resultat cle: amelioration des resultats de 25% a 33%.","Poste Mobile Engineer lead dans le secteur retail. Required: aws lambda, load testing, alpine.js, parcel, consumer driven contracts, watchos, storybook, redux, vite, bulma. Nice to have: openapi, echo, aws lambda, alpine.js, bluetooth low energy, swagger. Soft skills attendues: adaptation, agile, business acumen, adaptability. Contexte: scale-up internationale. Localisation: Casablanca.",1,0.5,"[""figma"", ""gatling"", ""parcel"", ""consumer driven contracts"", ""jmeter"", ""whimsical"", ""prototyping"", ""vitest"", ""newman"", ""maze"", ""pact"", ""playwright"", ""css modules"", ""miro"", ""chakra ui"", ""load testing"", ""postman testing"", ""storybook""]","[""coaching"", ""creativity"", ""active listening"", ""autonomy"", ""collaboration"", ""communication"", ""business acumen""]","[""storybook"", ""consumer driven contracts"", ""pact"", ""postman testing"", ""figma"", ""playwright"", ""parcel"", ""load testing"", ""bulma"", ""vite"", ""watchos"", ""redux"", ""openapi"", ""echo"", ""aws lambda"", ""alpine.js"", ""bluetooth low energy"", ""swagger""]","[""adaptation"", ""agile"", ""business acumen"", ""adaptability"", ""coaching"", ""creativity"", ""teamwork""]",Mobile Development,lead,profil transferable avec recouvrement partiel des competences et technologies connexes,hard
7552,"PROFIL
Android Developer mid en Mobile Development, base a Montreal, avec 5 ans d'experience.

EXPERIENCE
Missions dans le secteur telecom. Stack principale: express, django, bluetooth low energy, preact, firebase crashlytics, capacitor, rxjs, svelte, jquery, rollup. Resultats: amelioration des resultats de 15% a 23%.

COMPETENCES
express, django, bluetooth low energy, preact, firebase crashlytics, capacitor, rxjs, svelte, jquery, rollup

SOFT SKILLS
active listening, accountability, change management, adaptability, consulting

CERTIFICATIONS
Aucune certification formelle","Grand compte recherche un iOS Developer mid pour une equipe Mobile Development. Competences requises: ios sdk, django, react native, express, rollup, bluetooth low energy, svelte, web components. Competences appreciees: ios sdk, xcode, react native, web components, swift, astro. Soft skills: creativity, analytical thinking, communication, accountability. Contexte: organisation regulee, secteur telecom, localisation Montreal.",1,1.0,"[""express"", ""django"", ""bluetooth low energy"", ""preact"", ""firebase crashlytics"", ""capacitor"", ""rxjs"", ""svelte"", ""jquery"", ""rollup""]","[""active listening"", ""accountability"", ""change management"", ""adaptability"", ""consulting""]","[""jquery"", ""rollup"", ""bluetooth low energy"", ""express"", ""django"", ""svelte"", ""preact"", ""core data"", ""ios sdk"", ""xcode"", ""react native"", ""web components"", ""swift""]","[""creativity"", ""analytical thinking"", ""communication"", ""accountability"", ""consulting""]",Mobile Development,mid,"alignement fort sur le domaine, la stack et le niveau d'experience",easy
7553,"Professionnel Platform Engineer avec 5 ans d'experience en Platform / SRE / Observability. J'ai travaille sur podman, zipkin, blue green deployment, vagrant, distributed tracing, grafana alloy, freebsd, dynatrace, openbsd, istio, ci/cd, travis ci dans des environnements logistics. J'apporte systems thinking, creativity, consulting, communication, critical thinking. Certifications: aws certified cloud practitioner, certified scrum product owner. Resultat cle: amelioration des resultats de 15% a 23%.","Startup recherche un Application Security Engineer. Must have: jwt, soc, network automation, podman, lan, casb, snort, dynatrace. Bonus: lan, casb, soc, sso, nist, calico. Le poste demande coaching, communication, change management, attention to detail. Domaine: Cybersecurity / AppSec. Lieu: Nantes.",1,0.5,"[""podman"", ""zipkin"", ""blue green deployment"", ""vagrant"", ""distributed tracing"", ""grafana alloy"", ""freebsd"", ""dynatrace"", ""openbsd"", ""istio"", ""ci/cd"", ""travis ci""]","[""systems thinking"", ""creativity"", ""consulting"", ""communication"", ""critical thinking""]","[""podman"", ""distributed tracing"", ""openbsd"", ""ci/cd"", ""dynatrace"", ""snort"", ""network automation"", ""jwt"", ""lan"", ""casb"", ""soc"", ""sso""]","[""coaching"", ""communication"", ""change management"", ""attention to detail"", ""risk management""]",Cybersecurity / AppSec,mid,profil transferable avec recouvrement partiel des competences et technologies connexes,hard
7554,"Solutions Architect | Software Architecture / Technical Leadership | 12 ans | Lyon | stack: argocd, nestjs, docker compose, quarkus, skaffold, modular monolith, micronaut, hibernate, rocket, opentelemetry, message transformation, apigee | soft: accountability, adaptability, attention to detail, coaching, active listening | certs: Aucune certification formelle","Poste Infrastructure Engineer lead dans le secteur e-commerce. Required: rocket, skaffold, api gateway, glue, azure monitor, bitbucket pipelines, containerd, micronaut, azure kubernetes service, emr. Nice to have: cloudformation, glue, azure kubernetes service, bamboo, feature flags, containerd. Soft skills attendues: cooperation, incident management, adaptability, coaching. Contexte: equipe produit distribuee. Localisation: Lyon.",1,0.5,"[""argocd"", ""nestjs"", ""docker compose"", ""quarkus"", ""skaffold"", ""modular monolith"", ""micronaut"", ""hibernate"", ""rocket"", ""opentelemetry"", ""message transformation"", ""apigee"", ""buildah"", ""docker"", ""api gateway""]","[""accountability"", ""adaptability"", ""attention to detail"", ""coaching"", ""active listening"", ""communication"", ""consulting""]","[""argocd"", ""micronaut"", ""skaffold"", ""rocket"", ""api gateway"", ""hibernate"", ""data factory"", ""azure monitor"", ""emr"", ""application insights"", ""bitbucket pipelines"", ""containerd"", ""cloudformation"", ""glue"", ""azure kubernetes service""]","[""cooperation"", ""incident management"", ""adaptability"", ""coaching"", ""adaptation"", ""attention to detail"", ""autonomy""]",DevOps / Cloud Engineering,lead,profil transferable avec recouvrement partiel des competences et technologies connexes,hard
7555,"Professionnel Application Secruity Engineer avec 5 ans d'experiance en Cybersecruity / AppSec. J'ai travaille sur skaffold, kustomize, service mesh, ssh, purple team, edr, xss, grpc, dast, red team, pci dss dans des environnements cyberdefense. J'apporte autonomy, agile, analytical thinking, communication, adaptability. Certifications: Aucune certification formelle. Resultat cle: amelioration des resultats de 15% a 23%.","Poste SOC Analyst mid dans le secteur cyberdefense. Required: purple team, skaffold, smtp, amqp, service mesh, grpc, ssh, penetration testing. Nice to have: bgp, application security, internal developer platform, smtp, penetration testing, amqp. Soft skills attendues: cooperation, adaptation, active listening, change management. Contexte: grand groupe. Localisation: Remote.",1,1.0,"[""skaffold"", ""kustomize"", ""service mesh"", ""ssh"", ""purple team"", ""edr"", ""xss"", ""grpc"", ""dast"", ""red team"", ""pci dss""]","[""autonomy"", ""agile"", ""analytical thinking"", ""communication"", ""adaptability""]","[""service mesh"", ""purple team"", ""ssh"", ""kustomize"", ""red team"", ""skaffold"", ""grpc"", ""pci dss"", ""bgp"", ""application security"", ""internal developer platform"", ""smtp"", ""penetration testing"", ""amqp""]","[""cooperation"", ""adaptation"", ""active listening"", ""change management"", ""adaptability""]",Cybersecurity / AppSec,mid,"alignement fort sur le domaine, la stack et le niveau d'experience",easy
7556,"Professionnel Security Engineer avec 5 ans d'experience en Cybersecurity / AppSec. J'ai travaille sur splunk enterprise security, saml, openshift, containerd, rbac, iso 27001, helm, wireshark, flux, http/https, application security, fortinet dans des environnements retail. J'apporte critical thinking, attention to detail, communication, cooperation, consulting. Certifications: Aucune certification formelle. Resultat cle: amelioration des resultats de 15% a 23%.","Startup recherche un Network Engineer. Must have: rbac, udp, application security, containerd, governance, mpls, helm, arch linux. Bonus: ssh, network automation, mpls, governance, udp, nginx. Le poste demande change management, active listening, adaptation, critical thinking. Domaine: Networking / Systems Administration. Lieu: Dakar.",1,0.5,"[""splunk enterprise security"", ""saml"", ""openshift"", ""containerd"", ""rbac"", ""iso 27001"", ""helm"", ""wireshark"", ""flux"", ""http/https"", ""application security"", ""fortinet"", ""vulnerability management""]","[""critical thinking"", ""attention to detail"", ""communication"", ""cooperation"", ""consulting""]","[""splunk enterprise security"", ""containerd"", ""application security"", ""helm"", ""rbac"", ""arch linux"", ""fedora"", ""teamcity"", ""ssh"", ""network automation"", ""mpls"", ""governance"", ""udp""]","[""change management"", ""active listening"", ""adaptation"", ""critical thinking"", ""organization""]",Networking / Systems Administration,mid,profil transferable avec recouvrement partiel des competences et technologies connexes,hard
7557,"PROFIL
DevOps Engineer lead en DevOps / Cloud Engineering, base a Remote, avec 18 ans d'experience.

EXPERIENCE
Missions dans le secteur insurance. Stack principale: gateway api, calico, composer, buildah, github actions, kms, runbooks, vault, istio, kustomize, docker compose, alloydb. Resultats: amelioration des resultats de 28% a 36%.

COMPETENCES
gateway api, calico, composer, buildah, github actions, kms, runbooks, vault, istio, kustomize, docker compose, alloydb

SOFT SKILLS
ownership, adaptation, analytical thinking, change management, consulting

CERTIFICATIONS
aws certified solutions architect associate, azure security engineer associate","Poste Security Engineer lead dans le secteur insurance. Required: subnetting, calico, kms, vault, gdpr, rancher, gitlab ci, tekton, kustomize, penetration testing. Nice to have: gdpr, rancher, penetration testing, fortinet, mdm, subnetting. Soft skills attendues: business acumen, active listening, critical thinking, consulting. Contexte: startup en hypercroissance. Localisation: Remote.",1,1.0,"[""gateway api"", ""calico"", ""composer"", ""buildah"", ""github actions"", ""kms"", ""runbooks"", ""vault"", ""istio"", ""kustomize"", ""docker compose"", ""alloydb"", ""compute engine"", ""blob storage"", ""gitlab ci"", ""opa"", ""tekton""]","[""ownership"", ""adaptation"", ""analytical thinking"", ""change management"", ""consulting"", ""communication"", ""incident management""]","[""vault"", ""gateway api"", ""calico"", ""istio"", ""gitlab ci"", ""blob storage"", ""tekton"", ""compute engine"", ""kustomize"", ""composer"", ""kms"", ""runbooks"", ""gdpr"", ""rancher"", ""penetration testing"", ""fortinet"", ""mdm"", ""subnetting""]","[""business acumen"", ""active listening"", ""critical thinking"", ""consulting"", ""cooperation"", ""communication"", ""adaptability""]",Cybersecurity / AppSec,lead,"alignement fort sur le domaine, la stack et le niveau d'experience",easy
7558,"DevOps Engineer | DevOps / Cloud Enginering | 3 ans | Dakar | stack: chaos enginering, sagemaker, front door, ecs, terragrunt, azure sql, lambda, vertex ai, platform enginering, gitlab ci, traefik, application insights | soft: agile, critical thinking, change management, business acumen, resilience | certs: adobe analytics certification, azure ai engineer associate","Grand compte recherche un Java Developer mid pour une equipe Backend Development. Competences requises: message queues, fiber, spanner, terragrunt, ci/cd, gitlab ci, front door, traefik. Competences appreciees: chaos engineering, spanner, micronaut, fiber, rate limiting, message queues. Soft skills: accountability, agile, active listening, attention to detail. Contexte: editeur SaaS, secteur energy, localisation Dakar.",1,1.0,"[""chaos engineering"", ""sagemaker"", ""front door"", ""ecs"", ""terragrunt"", ""azure sql"", ""lambda"", ""vertex ai"", ""platform engineering"", ""gitlab ci"", ""traefik"", ""application insights"", ""ci/cd"", ""spanner""]","[""agile"", ""critical thinking"", ""change management"", ""business acumen"", ""resilience""]","[""ci/cd"", ""traefik"", ""front door"", ""azure sql"", ""lambda"", ""gitlab ci"", ""terragrunt"", ""application insights"", ""chaos engineering"", ""spanner"", ""micronaut"", ""fiber"", ""rate limiting"", ""message queues"", ""rails"", ""dropwizard""]","[""accountability"", ""agile"", ""active listening"", ""attention to detail"", ""conflict resolution""]",Backend Development,mid,"alignement fort sur le domaine, la stack et le niveau d'experience",easy
7559,"Professionnel Cloud Engineer avec 1 ans d'experience en DevOps / Cloud Engineering. J'ai travaille sur event hub, teamcity, elb, cloud functions, iam, istio, debian, entra id, gateway api, azure container apps, bitbucket pipelines dans des environnements gaming. J'apporte incident management, collaboration, active listening, adaptation. Certifications: azure developer associate, azure solutions architect expert. Resultat cle: amelioration des resultats de 11% a 19%.","Grand compte recherche un CRM Engineer junior pour une equipe ERP / CRM / Enterprise Apps. Competences requises: mode analytics, api gateway, hibernate, dashboards, bitbucket, laravel. Competences appreciees: hibernate, laravel, sinatra, clickup, api gateway, sharepoint. Soft skills: creativity, organization, accountability, stakeholder management. Contexte: grand groupe, secteur gaming, localisation Toulouse.",0,0.0,"[""event hub"", ""teamcity"", ""elb"", ""cloud functions"", ""iam"", ""istio"", ""debian"", ""entra id"", ""gateway api"", ""azure container apps"", ""bitbucket pipelines""]","[""incident management"", ""collaboration"", ""active listening"", ""adaptation""]","[""miro"", ""qlik"", ""dashboards"", ""bitbucket"", ""kpis"", ""mode analytics"", ""hibernate"", ""laravel"", ""sinatra"", ""clickup"", ""api gateway""]","[""creativity"", ""organization"", ""accountability"", ""stakeholder management""]",ERP / CRM / Enterprise Apps,junior,domaine different ou ecarts importants sur les competences critiques,medium
7560,"Professionnel UX Engineer avec 5 ans d'experience en Product / UX Engineering. J'ai travaille sur gatsby, ux writing, tailwind css, next.js, redash, semantic layer, principle, framer motion, zustand, cube, monday.com, looker dans des environnements banking. J'apporte communication, conflict resolution, customer focus, adaptation, critical thinking. Certifications: certified scrum product owner. Resultat cle: amelioration des resultats de 15% a 23%.","Poste IoT Engineer mid dans le secteur banking. Required: scheme, ros2, embedded linux, perl, ruby, spi, groovy, plc programming. Nice to have: firmware, c, perl, raspberry pi, ruby, groovy. Soft skills attendues: adaptability, autonomy, adaptation, creativity. Contexte: scale-up internationale. Localisation: Dakar.",0,0.0,"[""gatsby"", ""ux writing"", ""tailwind css"", ""next.js"", ""redash"", ""semantic layer"", ""principle"", ""framer motion"", ""zustand"", ""cube"", ""monday.com"", ""looker"", ""three.js"", ""classic asp"", ""silverlight""]","[""communication"", ""conflict resolution"", ""customer focus"", ""adaptation"", ""critical thinking""]","[""embedded linux"", ""plc programming"", ""crystal"", ""scheme"", ""ros2"", ""freebsd"", ""spi"", ""python"", ""firmware"", ""c"", ""perl"", ""raspberry pi"", ""ruby"", ""groovy"", ""graphql""]","[""adaptability"", ""autonomy"", ""adaptation"", ""creativity"", ""systems thinking""]",Embedded / IoT / Robotics,mid,domaine different ou ecarts importants sur les competences critiques,medium
7561,"Professionnel Salesforce Developer avec 4 ans d'experience en ERP / CRM / Enterprise Apps. J'ai travaille sur spring cloud, ktor, wsdl, workday, redash, git, tornado, tibco, etl connectors, linear, oracle erp, hapi dans des environnements fintech. J'apporte agile, cooperation, communication, business acumen, critical thinking. Certifications: ccsp. Resultat cle: amelioration des resultats de 14% a 22%.","Poste BI Developer mid dans le secteur fintech. Required: redash, qlik, tableau, feature store, spring cloud, hapi, visual basic 6, greenplum. Nice to have: spring cloud, hapi, dreamweaver, qlik, greenplum, tableau. Soft skills attendues: cooperation, business acumen, attention to detail, conflict resolution. Contexte: cabinet de conseil. Localisation: Bruxelles.",1,1.0,"[""spring cloud"", ""ktor"", ""wsdl"", ""workday"", ""redash"", ""git"", ""tornado"", ""tibco"", ""etl connectors"", ""linear"", ""oracle erp"", ""hapi"", ""actionscript"", ""visual basic 6"", ""dreamweaver""]","[""agile"", ""cooperation"", ""communication"", ""business acumen"", ""critical thinking""]","[""etl connectors"", ""linear"", ""visual basic 6"", ""actionscript"", ""tornado"", ""workday"", ""git"", ""redash"", ""spring cloud"", ""hapi"", ""dreamweaver"", ""qlik"", ""greenplum"", ""tableau"", ""flink"", ""postgresql"", ""feature store""]","[""cooperation"", ""business acumen"", ""attention to detail"", ""conflict resolution"", ""collaboration""]",BI / Analytics / Visualization,mid,"alignement fort sur le domaine, la stack et le niveau d'experience",easy
